sample_id	bam_url
HG02470	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02470-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02471	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02471-ONT-hg38-R9-LSK110-dorado034_sup_5mCG_5hmCG_v33.phased.bam
HG02479	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02479-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02484	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02484-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02491	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02491-ONT-hg38-R9-LSK110-guppy657_sup_5mC_5hmC.phased.bam
HG02497	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02497-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02501	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02501-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02502	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02502-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG02511	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02511-ONT-hg38-R9-LSK110-dorado034_sup_5mCG_5hmCG_v33.phased.bam
HG02541	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02541-ONT-hg38-R9-LSK110-dorado050_sup_with5mC.phased.bam
HG02549	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02549-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02555	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02555-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02570	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02570-ONT-hg38-R9-LSK110-dorado096_sup_5mCG_v01.phased.bam
HG02571	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02571-ONT-hg38-R9-LSK110_dorado050_sup_5mCG.phased.bam
HG02594	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02594-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02601	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02601-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02613	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02613-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02614	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02614-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG02623	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02623-ONT-hg38-R9-LSK110-orado050_sup_5mCG_v33.phased.bam
HG02624	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02624-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02645	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02645-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02646	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02646-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02675	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02675-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02694	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02694-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG02731	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02731-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG02759	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02759-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02763	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02763-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG02772	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02772-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG02780	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02780-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02798	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02798-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG02808	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02808-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG02810	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02810-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG_v500.phased.bam
HG02811	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02811-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG02816	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02816-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG02817	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02817-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG02819	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02819-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02820	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02820-ONT-hg38-R9-LSK110_dorado050_sup_5mCG.phased.bam
HG02837	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02837-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG.phased.bam
HG02840	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02840-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02852	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02852-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG_v500.phased.bam
HG02854	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02854-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG.phased.bam
HG02860	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02860-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG02861	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02861-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG02884	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02884-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG02885	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02885-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG02887	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02887-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG02891	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02891-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG02923	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02923-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG02952	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02952-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG02968	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02968-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG02973	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02973-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG02974	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02974-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG02977	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02977-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG02979	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02979-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG02981	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG02981-ONT-hg38-R9-LSK110-dorado034_sup_5mCG_5hmCG_v33.phased.bam
HG03009	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03009-ONT-hg38-R10-LSK114-5mCG_5hmCG.phased.bam
HG03018	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03018-ONT-hg38-LSK114-R10-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG03022	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03022-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG03027	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03027-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03045	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03045-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03055	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03055-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03057	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03057-ONT-hg38-R9-LSK110-dorado050_sup_with5mC.phased.bam
HG03064	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03064-ONT-hg38-R9-LSK110-guppy637_sup_5mC_5hmC.phased.bam
HG03066	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03066-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03069	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03069-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG03072	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03072-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG03079	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03079-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03084	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03084-ONT-hg38-R9-LSK110_dorado050_sup_5mCG.phased.bam
HG03086	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03086-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG03099	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03099-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03118	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03118-ONT-hg38-R10-LSK114_dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG03120	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03120-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG03121	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03121-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG03123	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03123-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03129	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03129-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03157	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03157-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG03160	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03160-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG03166	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03166-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG03168	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03168-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG03169	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03169-ONT-hg38-R9-LSK110-dorado096_sup_5mCG_v01.phased.bam
HG03196	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03196-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG03212	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03212-ONT-hg38-R9-LSK110-guppy657_sup_with5mC_5hmC.phased.bam
HG03224	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03224-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG03279	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03279-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG03280	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03280-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG03297	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03297-ONT-hg38-R9-LSK110-dorado082_sup_5mCG.phased.bam
HG03298	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03298-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
HG03351	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03351-ONT-hg38-R9-LSK110-dorado082_sup_5mCG.phased.bam
HG03352	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03352-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG03354	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03354-ONT-hg38-R9-LSK110-guppy637_sup_5mC_5hmC.phased.bam
HG03366	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03366-ONT-hg38-R9-LSK110-dorado034_sup_5mCG_5hmCG_v33.phased.bam
HG03367	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03367-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG03369	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03369-ONT-hg38-R9-LSK110-guppy657_sup_5mC_5hmC.phased.bam
HG03370	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03370-ONT-hg38-R9-LSK110-guppy657_sup_5mC_5hmC.phased.bam
HG03376	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03376-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG03378	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03378-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG03382	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03382-ONT-hg38-R10-LSK114-dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG03385	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03385-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03391	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03391-ONT-hg38-R9-LSK110-guppy657_sup_5mC_5hmC.phased.bam
HG03401	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03401-ONT-hg38-R9-LSK110-dorado034_sup_5mCG_5hmCG_v33.phased.bam
HG03433	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03433-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG_v500.phased.bam
HG03436	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03436-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG03437	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03437-ONT-hg38-R9-LSK110-guppy657_sup_with5mC_5hmC.phased.bam
HG03445	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03445-ONT-hg38-R9-LSK110-guppy657_sup_with5mC_5hmC.phased.bam
HG03460	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03460-ONT-hg38-R9-LSK110-dorado050_sup_with5mC.phased.bam
HG03464	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03464-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03472	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03472-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03478	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03478-ONT-hg38-R10-LSK114_dorado081_sup_5mCG_5hmCG_v500.phased.bam
HG03479	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03479-ONT-hg38-R9-LSK110-dorado034_sup_5mCG_5hmCG_v33.phased.bam
HG03499	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03499-ONT-hg38-R9-LSK110-guppy-sup-5hmc_5mc_cg.phased.bam
HG03514	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03514-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03538	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03538-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03548	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03548-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG03557	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03557-ONT-hg38-R9-LSK110-dorado082_sup_5mCG_v33.phased.bam
HG03563	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03563-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG03571	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03571-ONT-hg38-R9-LSK110-guppy-sup-5mC.phased.bam
HG03572	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03572-ONT-hg38-R9-LSK110-guppy657_sup_with5mC_5hmC.phased.bam
HG03575	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03575-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG03583	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03583-ONT-hg38-R10-LSK114-dorado082_sup_5mCG_5hmCG.phased.bam
HG03603	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03603-ONT-hg38-R10-LSK114-dorado090_sup_5mCG_5hmCG_v500.phased.bam
HG03611	https://1000g-ont.s3.amazonaws.com/PROCESSED_DATA/ALIGNED_TO_HG38/MINIMAP2_ALIGNED_BAMS/HG03611-ONT-hg38-R9-LSK110-dorado050_sup_5mCG_v33.phased.bam
